accident_time,weather,temperature,humidity,construction_type,process,progress_rate,worker_count,risk_index
2020-08-23 08:45:00,맑음,30.0,60.0,건축물/문화 및 집회시설,콘크리트 타설,30,19,1
2020-08-23 10:30:00,흐림,25.0,80.0,건축물/공동주택,"설비, 전기",50,200,1
2020-08-23 11:00:00,맑음,28.0,65.0,건축물/근린생활시설,"설비, 전기",20,19,10
2020-08-23 11:00:00,맑음,29.0,69.0,교량/도로교량,기타,30,19,1
2020-08-23 14:40:00,맑음,33.0,50.0,터널/철도터널,"마감, 도장",50,200,1
2020-08-23 15:00:00,맑음,28.0,66.0,도로/도로,"해체, 철거",80,19,1
2020-08-24 06:20:00,맑음,25.0,70.0,건축물/공동주택,기타,20,75,1
2020-08-24 07:05:00,맑음,25.0,50.0,도로/도로,기타,20,19,1
2020-08-24 08:00:00,맑음,28.0,83.0,건축물/종교시설,"해체, 철거",50,35,1
2020-08-24 08:10:00,맑음,27.0,80.0,건축물/근린생활시설,기타,30,19,2
2020-08-24 08:35:00,맑음,30.0,80.0,건축물/교정 및 군사시설,기타,40,19,1
2020-08-24 09:00:00,맑음,28.0,67.0,건축물/관광 휴게시설,기타,90,19,1
2020-08-24 09:25:00,맑음,32.0,35.0,건축물/공동주택,기타,80,75,2
2020-08-24 09:40:00,맑음,30.0,80.0,건축물/교육연구시설,"철근, 연결",50,19,1
2020-08-24 10:30:00,맑음,27.0,71.0,건축물/공동주택,"철근, 연결",90,19,1
2020-08-24 10:35:00,맑음,30.0,69.0,건축물/기타,정리,90,200,5
2020-08-24 11:30:00,맑음,29.0,90.0,상하수도/상수도,기타,10,19,1
2020-08-24 13:00:00,흐림,24.0,70.0,건축물/공동주택,콘크리트 타설,40,200,2
2020-08-24 13:20:00,맑음,32.0,30.0,건축물/운동시설,기타,5,19,1
2020-08-24 13:30:00,맑음,30.0,30.0,건축물/공동주택,"철근, 연결",5,200,29
2020-08-24 14:00:00,맑음,30.0,50.0,교량/도로교량,"설비, 전기",80,35,1
2020-08-24 14:30:00,맑음,32.0,75.0,건축물/공동주택,"철근, 연결",70,200,1
2020-08-24 15:50:00,맑음,26.0,89.0,건축물/업무시설,"굴착, 조성",80,500,1
2020-08-24 16:28:00,맑음,27.0,73.0,기타/부지조성,"절단, 가공",70,35,1
2020-08-24 16:40:00,맑음,28.0,76.0,건축물/공동주택,"설비, 전기",40,400,2
2020-08-24 16:50:00,맑음,29.0,45.0,철도/지하철,"마감, 도장",5,19,1
2020-08-24 17:45:00,맑음,27.0,30.0,하천/기타,"철근, 연결",30,19,1
2020-08-25 06:30:00,맑음,32.0,50.0,건축물/업무시설,"철근, 연결",50,75,1
2020-08-25 07:00:00,흐림,24.0,90.0,건축물/공동주택,기타,50,75,1
2020-08-25 07:30:00,맑음,31.0,65.0,건축물/공동주택,"설비, 전기",30,200,1
2020-08-25 07:50:00,맑음,30.0,75.0,건축물/공동주택,"해체, 철거",10,35,1
2020-08-25 09:30:00,흐림,28.0,75.0,건축물/공장,"운반, 하역",90,200,1
2020-08-25 10:10:00,흐림,30.0,79.0,건축물/교육연구시설,기타,40,75,1
2020-08-25 10:35:00,맑음,37.0,56.0,하천/기타,"해체, 철거",5,19,1
2020-08-25 11:00:00,흐림,32.0,52.0,건축물/공동주택,"마감, 도장",10,35,1
2020-08-25 11:00:00,흐림,36.0,55.0,건축물/기타,"해체, 철거",90,500,1
2020-08-25 11:00:00,맑음,30.0,10.0,건축물/단독주택,기타,90,19,1
2020-08-25 11:00:00,맑음,29.0,80.0,건축물/종교시설,"철근, 연결",80,19,1
2020-08-25 11:15:00,맑음,27.0,76.0,건축물/공동주택,기타,40,200,2
2020-08-25 11:30:00,맑음,27.0,80.0,건축물/교정 및 군사시설,"철근, 연결",30,19,2
2020-08-25 12:00:00,맑음,34.0,65.0,도로/도로,기타,80,19,1
2020-08-25 13:40:00,맑음,28.0,71.0,건축물/공장,"설비, 전기",60,400,1
2020-08-25 14:30:00,맑음,28.0,20.0,건축물/공동주택,"설비, 전기",50,500,1
2020-08-25 15:00:00,맑음,29.0,60.0,건축물/공동주택,"절단, 가공",70,400,1
2020-08-25 15:50:00,맑음,30.0,70.0,건축물/공장,기타,60,19,4
2020-08-25 16:10:00,맑음,28.0,6.0,건축물/근린생활시설,기타,30,35,3
2020-08-25 16:10:00,맑음,33.0,50.0,건축물/공장,기타,90,19,2
2020-08-26 08:43:00,맑음,30.0,67.0,건축물/창고시설,"마감, 도장",10,19,1
2020-08-26 09:00:00,맑음,24.0,60.0,건축물/교육연구시설,기타,50,35,1
2020-08-26 09:00:00,맑음,30.0,30.0,건축물/공장,"철근, 연결",90,19,3
2020-08-26 09:00:00,맑음,32.0,80.0,건축물/공장,기타,30,35,1
2020-08-26 09:40:00,흐림,27.0,50.0,건축물/공동주택,기타,70,400,1
2020-08-26 10:00:00,맑음,30.0,70.0,건축물/근린생활시설,"철근, 연결",10,19,2
2020-08-26 11:10:00,맑음,30.0,40.0,상하수도/하수도,"설비, 전기",60,75,4
2020-08-26 11:30:00,맑음,30.0,77.0,철도/지하철,"설비, 전기",40,35,2
2020-08-26 14:00:00,맑음,32.0,40.0,건축물/공동주택,"마감, 도장",10,500,6
2020-08-26 14:22:00,맑음,32.0,68.0,상하수도/상수도,"운반, 하역",40,19,1
2020-08-26 15:00:00,흐림,33.0,61.0,건축물/공동주택,"철근, 연결",10,200,7
2020-08-26 15:00:00,강우,30.0,90.0,건축물/단독주택,기타,90,35,1
2020-08-26 16:20:00,강우,30.0,60.0,건축물/공동주택,기타,10,200,3
2020-08-27 10:11:00,흐림,28.0,50.0,건축물/업무시설,기타,50,19,1
2020-08-27 10:30:00,강우,30.0,90.0,건축물/공장,"철근, 연결",5,75,1
2020-08-27 10:30:00,흐림,28.0,75.0,건축물/공동주택,"설비, 전기",10,19,1
2020-08-27 14:30:00,흐림,32.0,74.0,건축물/교육연구시설,기타,20,35,1
2020-08-28 09:00:00,강우,25.0,80.0,건축물/공장,"해체, 철거",50,500,1
2020-08-28 09:20:00,흐림,26.0,88.0,건축물/공동주택,"해체, 철거",20,75,1
2020-08-28 10:30:00,흐림,24.0,65.0,건축물/공동주택,기타,40,200,1
2020-08-28 11:00:00,맑음,30.0,99.0,건축물/공동주택,기타,10,200,2
2020-08-28 12:00:00,맑음,28.0,56.0,건축물/공동주택,기타,40,500,1
2020-08-28 12:10:00,맑음,29.0,60.0,건축물/공동주택,"해체, 철거",40,200,3
2020-08-28 14:13:00,맑음,30.0,60.0,건축물/단독주택,"설비, 전기",70,19,1
2020-08-28 15:00:00,맑음,28.0,73.0,건축물/업무시설,기타,30,35,1
2020-08-28 15:15:00,맑음,24.0,78.0,건축물/공장,"철근, 연결",70,19,1
2020-08-28 16:30:00,강우,30.0,90.0,건축물/공장,기타,40,500,1
2020-08-29 10:10:00,흐림,28.0,84.0,교량/도로교량,"철근, 연결",60,19,1
2020-08-29 14:00:00,맑음,29.0,80.0,건축물/공동주택,기타,90,35,1
2020-08-29 14:10:00,맑음,30.0,79.0,건축물/운수시설,기타,50,35,2
2020-08-29 15:25:00,맑음,26.0,90.0,건축물/판매시설,기타,60,75,1
2020-08-29 15:30:00,강우,24.0,90.0,건축물/창고시설,"철근, 연결",5,35,1
2020-08-29 15:40:00,맑음,33.0,70.0,건축물/운수시설,"철근, 연결",90,19,9
2020-08-29 15:40:00,맑음,33.0,70.0,건축물/운수시설,"설비, 전기",90,19,9
2020-08-29 15:40:00,맑음,31.0,70.0,도로/도로,기타,10,19,1
2020-08-29 16:00:00,맑음,28.0,60.0,건축물/의료시설,"철근, 연결",10,35,1
2020-08-29 16:19:00,흐림,27.0,80.0,건축물/공장,"설비, 전기",5,19,2
2020-08-29 16:30:00,흐림,30.0,65.0,건축물/교육연구시설,기타,5,19,1
2020-08-29 17:00:00,흐림,27.0,90.0,상하수도/하수도,기타,90,19,1
2020-08-30 08:38:00,맑음,26.0,60.0,도로/도로,기타,90,19,1
2020-08-30 09:46:00,맑음,27.0,50.0,기타/부지조성,"철근, 연결",60,19,1
2020-08-30 14:30:00,맑음,33.0,80.0,건축물/교육연구시설,"철근, 연결",50,19,1
2020-08-30 14:51:00,맑음,27.0,60.0,건축물/근린생활시설,"해체, 철거",80,35,3
2020-08-31 08:40:00,흐림,26.0,80.0,건축물/공동주택,"해체, 철거",40,500,1
2020-08-31 08:40:00,맑음,26.0,78.0,건축물/기타,기타,10,35,1
2020-08-31 09:30:00,맑음,26.0,50.0,건축물/공동주택,기타,70,400,1
2020-08-31 09:40:00,강우,24.0,85.0,건축물/근린생활시설,기타,60,19,1
2020-08-31 10:06:00,맑음,33.0,60.0,도로/도로,기타,80,19,2
2020-08-31 10:10:00,흐림,27.0,30.0,건축물/업무시설,콘크리트 타설,60,35,1
2020-08-31 11:00:00,맑음,20.3,55.0,건축물/공동주택,콘크리트 타설,5,19,4
2020-08-31 11:10:00,맑음,26.0,74.0,건축물/공동주택,"설비, 전기",90,200,1
2020-08-31 11:10:00,맑음,23.0,50.0,건축물/공동주택,"해체, 철거",10,75,1
2020-08-31 11:27:00,맑음,32.0,20.0,건축물/공동주택,"해체, 철거",30,500,1
2020-08-31 11:30:00,흐림,24.0,70.0,건축물/공동주택,"철근, 연결",5,19,1
2020-08-31 12:40:00,흐림,30.0,74.0,건축물/공동주택,기타,5,19,2
2020-08-31 12:40:00,맑음,27.0,68.0,상하수도/상수도,"철근, 연결",80,19,1
2020-08-31 13:00:00,맑음,26.0,84.0,건축물/공장,기타,80,35,1
2020-08-31 13:00:00,흐림,25.0,80.0,건축물/공동주택,기타,50,200,1
2020-08-31 13:30:00,흐림,27.0,78.0,건축물/공동주택,기타,80,400,1
2020-08-31 15:00:00,흐림,26.0,77.0,건축물/공동주택,"해체, 철거",80,200,1
2020-08-31 15:05:00,흐림,28.0,80.0,건축물/근린생활시설,기타,20,75,3
2020-08-31 16:20:00,맑음,31.0,85.0,도로/도로,기타,80,19,1
2020-08-31 17:00:00,흐림,32.0,73.0,건축물/교육연구시설,"해체, 철거",5,19,1
2020-09-01 09:27:00,맑음,28.0,60.0,상하수도/상수도,기타,10,19,1
2020-09-01 09:30:00,흐림,30.0,30.0,건축물/업무시설,기타,20,35,1
2020-09-01 09:30:00,강우,26.0,73.0,건축물/자동차 관련시설,기타,50,35,1
2020-09-01 13:05:00,흐림,30.0,70.0,건축물/문화 및 집회시설,"운반, 하역",30,75,1
2020-09-01 14:10:00,맑음,30.0,20.0,건축물/의료시설,"운반, 하역",60,200,1
2020-09-02 09:00:00,강우,25.0,85.0,건축물/교육연구시설,"해체, 철거",90,19,2
2020-09-02 09:27:00,맑음,28.0,80.0,건축물/노유자시설,기타,90,19,1
2020-09-02 09:40:00,흐림,28.0,80.0,건축물/교육연구시설,"설비, 전기",5,19,1
2020-09-02 09:54:00,흐림,22.0,70.0,건축물/공동주택,"용접, 보수",80,200,1
2020-09-02 15:00:00,맑음,24.0,91.0,건축물/공동주택,기타,90,19,1
2020-09-02 16:30:00,맑음,26.0,50.0,건축물/공동주택,기타,5,500,1
2020-09-02 16:40:00,맑음,25.0,75.0,건축물/교육연구시설,"마감, 도장",90,35,2
2020-09-02 17:05:00,흐림,15.0,30.0,건축물/기타,"해체, 철거",20,19,1
2020-09-03 04:00:00,강풍,23.0,10.0,항만/호안,"마감, 도장",70,200,1
2020-09-03 06:00:00,강풍,27.0,78.0,항만/호안,기타,40,35,1
2020-09-03 08:20:00,강우,20.0,85.0,건축물/공장,"철근, 연결",20,75,1
2020-09-03 08:20:00,맑음,24.0,70.0,건축물/근린생활시설,"철근, 연결",60,19,1
2020-09-03 09:30:00,강풍,23.0,70.0,도로/도로,기타,30,19,1
2020-09-03 10:30:00,맑음,26.0,66.0,건축물/근린생활시설,"철근, 연결",50,75,3
2020-09-03 11:00:00,맑음,17.0,60.0,건축물/근린생활시설,"운반, 하역",60,19,3
2020-09-03 12:20:00,맑음,25.0,30.0,건축물/숙박시설,"골조, 거푸집",50,35,1
2020-09-04 09:00:00,맑음,23.0,60.0,건축물/공동주택,정리,20,200,1
2020-09-04 10:30:00,맑음,23.0,59.0,건축물/업무시설,"철근, 연결",5,35,1
2020-09-04 11:00:00,맑음,20.3,20.0,건축물/업무시설,"운반, 하역",50,200,1
2020-09-04 11:50:00,맑음,27.0,60.0,건축물/종교시설,"철근, 연결",50,35,1
2020-09-04 12:00:00,맑음,28.0,60.0,상하수도/상수도,기타,30,35,1
2020-09-04 13:00:00,맑음,20.0,40.0,건축물/단독주택,"철근, 연결",10,19,1
2020-09-04 13:10:00,맑음,28.0,80.0,건축물/문화 및 집회시설,기타,80,200,1
2020-09-04 13:10:00,맑음,24.0,62.0,건축물/공동주택,기타,5,35,1
2020-09-04 13:20:00,맑음,24.0,62.0,건축물/공장,기타,30,35,1
2020-09-04 13:29:00,맑음,27.0,45.0,건축물/기타,기타,40,19,1
2020-09-04 13:40:00,맑음,24.0,76.0,건축물/공장,"설비, 전기",70,500,2
2020-09-04 16:10:00,맑음,24.0,69.0,건축물/공동주택,기타,20,400,1
2020-09-04 16:40:00,맑음,24.0,80.0,건축물/교정 및 군사시설,기타,30,19,1
2020-09-04 17:00:00,흐림,28.0,80.0,건축물/공동주택,"철근, 연결",10,19,1
2020-09-04 18:10:00,맑음,27.0,44.0,건축물/공동주택,"마감, 도장",5,75,1
2020-09-04 18:44:00,흐림,25.0,60.0,상하수도/상수도,기타,20,19,1
2020-09-05 08:50:00,맑음,23.0,66.0,상하수도/하수도,"철근, 연결",50,19,1
2020-09-05 08:53:00,흐림,20.0,70.0,상하수도/하수도,"철근, 연결",90,19,1
2020-09-05 09:00:00,맑음,26.0,70.0,건축물/문화 및 집회시설,기타,70,200,1
2020-09-05 10:00:00,맑음,26.0,60.0,건축물/교육연구시설,기타,90,75,1
2020-09-05 10:30:00,맑음,27.0,30.0,건축물/근린생활시설,"운반, 하역",40,19,1
2020-09-05 10:40:00,강우,30.0,50.0,건축물/공동주택,기타,90,500,5
2020-09-05 10:59:00,강우,24.0,80.0,건축물/업무시설,"철근, 연결",80,75,1
2020-09-05 11:00:00,맑음,28.0,60.0,철도/지하철,"철근, 연결",60,75,1
2020-09-05 13:30:00,맑음,25.0,70.0,건축물/공동주택,기타,30,200,1
2020-09-05 14:20:00,맑음,20.0,40.0,건축물/근린생활시설,"설비, 전기",50,19,1
2020-09-06 08:00:00,흐림,28.0,50.0,건축물/공동주택,"운반, 하역",90,500,2
2020-09-06 08:40:00,흐림,21.0,83.0,건축물/공장,기타,70,500,1
2020-09-06 08:40:00,흐림,20.0,90.0,건축물/근린생활시설,기타,5,19,1
2020-09-06 09:00:00,흐림,21.0,50.0,항만/기타,"철근, 연결",70,19,1
2020-09-06 09:11:00,강우,21.0,86.0,건축물/문화 및 집회시설,"골조, 거푸집",50,19,1
2020-09-06 13:30:00,흐림,21.0,60.0,건축물/업무시설,"운반, 하역",90,75,1
2020-09-06 16:00:00,맑음,21.0,86.0,도로/도로,"철근, 연결",60,19,1
2020-09-07 10:00:00,강풍,27.0,88.0,항만/호안,"설비, 전기",40,35,1
2020-09-07 10:00:00,강우,21.0,80.0,건축물/공장,기타,60,500,2
2020-09-07 10:30:00,맑음,30.0,60.0,철도/지하철,"설비, 전기",60,200,1
2020-09-07 13:40:00,맑음,28.0,50.0,건축물/공동주택,기타,30,35,1
2020-09-07 14:25:00,흐림,20.0,90.0,건축물/교육연구시설,기타,20,19,1
2020-09-07 15:51:00,강우,24.0,70.0,건축물/문화 및 집회시설,기타,90,35,1
2020-09-08 08:10:00,맑음,21.0,77.0,도로/도로,정리,50,19,1
2020-09-08 08:45:00,강우,29.0,80.0,건축물/공동주택,기타,50,19,1
2020-09-08 09:00:00,흐림,24.0,86.0,도로/도로,"철근, 연결",40,19,1
2020-09-08 09:20:00,맑음,26.0,70.0,건축물/공동주택,"해체, 철거",20,500,1
2020-09-08 09:40:00,맑음,28.0,30.0,건축물/단독주택,"철근, 연결",5,19,1
2020-09-08 10:05:00,흐림,20.3,66.0,상하수도/하수도,"설비, 전기",90,19,1
2020-09-08 11:00:00,맑음,23.0,72.0,건축물/교육연구시설,"운반, 하역",60,35,1
2020-09-08 11:00:00,흐림,30.0,55.0,건축물/공동주택,"철근, 연결",5,200,2
2020-09-08 11:10:00,맑음,20.0,50.0,건축물/공동주택,"철근, 연결",10,75,1
2020-09-08 13:20:00,맑음,25.0,60.0,건축물/교육연구시설,"절단, 가공",60,75,2
2020-09-08 13:30:00,맑음,25.0,50.0,건축물/근린생활시설,기타,5,19,4
2020-09-08 13:30:00,흐림,27.0,60.0,건축물/공동주택,기타,90,200,3
2020-09-08 13:45:00,흐림,20.0,40.0,건축물/공동주택,정리,10,75,1
2020-09-08 14:00:00,맑음,24.0,80.0,기타/부지조성,"해체, 철거",40,19,1
2020-09-08 14:25:00,맑음,26.0,66.0,건축물/공동주택,기타,10,200,5
2020-09-08 15:30:00,맑음,20.0,30.0,건축물/공장,"운반, 하역",90,200,6
2020-09-08 15:40:00,맑음,27.0,60.0,건축물/공장,"해체, 철거",70,35,1
2020-09-08 16:05:00,맑음,23.0,20.0,건축물/공동주택,기타,20,500,1
2020-09-08 16:30:00,맑음,26.0,50.0,건축물/공동주택,"해체, 철거",90,75,1
2020-09-08 16:30:00,맑음,15.0,75.0,건축물/공동주택,"해체, 철거",20,200,1
2020-09-09 08:10:00,흐림,25.0,82.0,건축물/공동주택,기타,30,200,2
2020-09-09 08:10:00,흐림,28.0,28.0,건축물/문화 및 집회시설,"해체, 철거",20,19,1
2020-09-09 08:30:00,흐림,21.0,60.0,건축물/교정 및 군사시설,"설비, 전기",60,35,1
2020-09-09 08:40:00,맑음,20.0,40.0,건축물/근린생활시설,"설비, 전기",90,19,24
2020-09-09 09:00:00,흐림,23.0,75.0,건축물/근린생활시설,"철근, 연결",90,19,1
2020-09-09 10:00:00,맑음,24.0,40.0,건축물/공동주택,기타,10,500,1
2020-09-09 13:30:00,맑음,26.0,60.0,건축물/교육연구시설,"철근, 연결",40,75,1
2020-09-09 13:40:00,맑음,26.0,70.0,철도/일반 및 고속철도,"운반, 하역",5,75,1
2020-09-09 14:00:00,흐림,21.0,58.0,건축물/공장,"철근, 연결",70,500,2
2020-09-09 14:00:00,맑음,25.0,83.0,터널/철도터널,기타,5,75,1
2020-09-09 14:30:00,흐림,29.0,70.0,건축물/노유자시설,"철근, 연결",60,19,1
2020-09-09 15:15:00,흐림,20.0,82.0,건축물/업무시설,"해체, 철거",60,19,1
2020-09-09 16:30:00,맑음,20.3,60.0,옹벽 및 절토사면/기타,기타,70,19,1
2020-09-09 17:58:00,맑음,27.0,60.0,환경시설/소각장,"절단, 가공",5,19,1
2020-09-09 19:05:00,강우,22.0,80.0,건축물/공장,"해체, 철거",60,500,2
2020-09-10 08:00:00,맑음,25.0,60.0,상하수도/상수도,정리,40,35,1
2020-09-10 09:30:00,맑음,23.0,60.0,교량/도로교량,기타,50,19,1
2020-09-10 09:30:00,맑음,20.0,50.0,건축물/업무시설,"설비, 전기",60,19,1
2020-09-10 10:00:00,맑음,20.0,68.0,상하수도/기타,"설비, 전기",60,19,1
2020-09-10 10:10:00,맑음,25.0,50.0,교량/도로교량,"운반, 하역",90,19,1
2020-09-10 10:59:00,맑음,22.0,20.0,건축물/문화 및 집회시설,"철근, 연결",50,19,1
2020-09-10 11:00:00,강우,27.0,60.0,건축물/업무시설,"철근, 연결",70,200,1
2020-09-10 11:00:00,흐림,25.0,50.0,건축물/공동주택,"철근, 연결",20,200,6
2020-09-10 13:30:00,맑음,23.0,72.0,댐/용수전용댐,기타,60,35,1
2020-09-10 14:00:00,맑음,29.0,78.0,건축물/근린생활시설,기타,90,35,1
2020-09-10 14:00:00,맑음,27.0,60.0,기타/부지조성,"골조, 거푸집",90,75,1
2020-09-10 14:30:00,맑음,24.0,79.0,건축물/업무시설,기타,90,19,1
2020-09-10 15:00:00,맑음,26.0,60.0,건축물/근린생활시설,기타,70,35,1
2020-09-10 15:00:00,흐림,25.0,50.0,건축물/공동주택,"설비, 전기",20,200,2
2020-09-11 07:30:00,맑음,24.0,40.0,건축물/공동주택,기타,10,500,5
2020-09-11 07:30:00,흐림,25.0,79.0,건축물/공동주택,"철근, 연결",10,19,3
2020-09-11 08:30:00,맑음,27.0,25.0,건축물/단독주택,"철근, 연결",60,19,1
2020-09-11 09:10:00,흐림,21.0,50.0,건축물/공동주택,기타,20,200,3
2020-09-11 09:30:00,맑음,23.0,50.0,건축물/공동주택,기타,50,75,1
2020-09-11 10:17:00,맑음,25.0,60.0,도로/도로,"운반, 하역",5,19,1
2020-09-11 11:00:00,강우,22.0,82.0,건축물/공동주택,기타,30,75,1
2020-09-11 11:10:00,흐림,20.0,35.0,건축물/공동주택,"운반, 하역",20,200,2
2020-09-11 11:15:00,흐림,25.0,60.0,건축물/공동주택,기타,90,19,1
2020-09-11 12:00:00,맑음,21.0,55.0,도로/도로,정리,90,19,1
2020-09-11 13:30:00,흐림,23.0,80.0,건축물/교육연구시설,기타,90,19,2
2020-09-11 13:30:00,맑음,30.0,40.0,건축물/공동주택,"설비, 전기",30,400,5
2020-09-11 13:46:00,강우,25.0,85.0,교량/철도교량,기타,70,75,1
2020-09-11 13:50:00,흐림,22.0,67.0,건축물/창고시설,기타,20,200,1
2020-09-11 14:00:00,강우,22.0,81.0,건축물/공장,"철근, 연결",70,500,6
2020-09-11 14:10:00,맑음,28.0,40.0,건축물/교육연구시설,기타,80,19,1
2020-09-11 17:05:00,강우,30.0,80.0,옹벽 및 절토사면/기타,"설비, 전기",90,19,1
2020-09-11 17:20:00,맑음,20.0,40.0,건축물/업무시설,기타,50,200,1
2020-09-11 20:03:00,흐림,24.0,80.0,도로/도로,"해체, 철거",70,200,1
2020-09-12 07:10:00,강우,22.0,80.0,건축물/교정 및 군사시설,기타,70,200,3
2020-09-12 07:30:00,흐림,19.0,12.0,건축물/판매시설,"운반, 하역",30,19,1
2020-09-12 08:45:00,맑음,30.0,30.0,건축물/공동주택,기타,10,200,13
2020-09-12 09:15:00,강우,23.0,80.0,건축물/공장,기타,50,19,1
2020-09-12 10:00:00,맑음,25.0,60.0,건축물/공장,"해체, 철거",80,500,2
2020-09-12 10:30:00,흐림,20.0,45.0,건축물/공동주택,기타,40,400,1
2020-09-12 10:30:00,흐림,20.0,60.0,터널/도로터널,"해체, 철거",70,200,1
2020-09-12 13:30:00,맑음,22.0,42.0,교량/도로교량,기타,50,75,1
2020-09-12 14:00:00,흐림,19.0,48.0,건축물/업무시설,"철근, 연결",30,35,3
2020-09-12 14:00:00,흐림,24.0,60.0,건축물/근린생활시설,기타,90,19,3
2020-09-12 14:32:00,맑음,26.0,20.0,건축물/공동주택,기타,30,200,4
2020-09-12 15:00:00,흐림,26.0,85.0,건축물/교육연구시설,"마감, 도장",60,35,1
2020-09-12 15:20:00,흐림,21.0,81.0,건축물/공동주택,"철근, 연결",10,200,5
2020-09-12 15:30:00,흐림,25.0,70.0,건축물/교육연구시설,"운반, 하역",60,75,1
2020-09-12 15:50:00,맑음,22.0,75.0,건축물/공장,"용접, 보수",60,500,4
2020-09-13 08:10:00,맑음,21.0,85.0,댐/기타,"마감, 도장",70,19,2
2020-09-13 09:33:00,강우,20.0,80.0,건축물/공장,기타,90,500,1
2020-09-13 15:30:00,흐림,20.0,82.0,건축물/단독주택,기타,40,19,1
2020-09-14 08:40:00,맑음,25.0,50.0,댐/다목적댐,기타,5,19,1
2020-09-14 09:20:00,맑음,21.0,84.0,건축물/공장,"철근, 연결",60,500,1
2020-09-14 10:00:00,흐림,20.0,96.0,건축물/업무시설,기타,5,19,1
2020-09-14 10:20:00,맑음,25.0,50.0,건축물/의료시설,"철근, 연결",90,35,32
2020-09-14 10:30:00,맑음,20.0,61.0,건축물/공장,"철근, 연결",80,400,1
2020-09-14 10:30:00,맑음,20.0,40.0,건축물/공동주택,"운반, 하역",20,200,1
2020-09-14 11:15:00,맑음,21.0,86.0,건축물/공장,기타,80,500,1
2020-09-14 11:45:00,흐림,23.0,85.0,교량/도로교량,기타,40,35,1
2020-09-14 12:10:00,맑음,28.0,59.0,하천/기타,"철근, 연결",90,19,1
2020-09-14 12:30:00,맑음,26.0,20.0,건축물/공장,기타,60,500,1
2020-09-14 12:58:00,맑음,20.3,79.0,기타/부지조성,"철근, 연결",10,75,1
2020-09-14 14:00:00,맑음,25.0,20.0,도로/도로,"철근, 연결",50,19,1
2020-09-14 14:00:00,흐림,29.0,55.0,건축물/근린생활시설,"해체, 철거",5,35,2
2020-09-14 14:10:00,맑음,18.0,53.0,교량/도로교량,"철근, 연결",20,19,1
2020-09-14 15:10:00,맑음,15.0,20.0,상하수도/하수도,기타,10,75,1
2020-09-14 15:50:00,맑음,27.0,35.0,건축물/공동주택,"설비, 전기",5,35,2
2020-09-14 16:00:00,맑음,18.0,60.0,건축물/문화 및 집회시설,기타,80,19,1
2020-09-14 16:00:00,맑음,20.0,60.0,건축물/공동주택,"철근, 연결",5,19,2
2020-09-15 07:55:00,맑음,20.0,93.0,건축물/공동주택,"설비, 전기",20,200,2
2020-09-15 08:00:00,맑음,23.0,60.0,건축물/공장,기타,20,35,1
2020-09-15 08:00:00,맑음,29.0,60.0,건축물/공동주택,기타,60,75,1
2020-09-15 08:50:00,맑음,22.0,97.0,건축물/공동주택,기타,80,200,1
2020-09-15 11:00:00,맑음,16.0,55.0,건축물/교육연구시설,"용접, 보수",70,19,11
2020-09-15 11:00:00,맑음,16.0,55.0,건축물/교육연구시설,"철근, 연결",70,19,11
2020-09-15 11:05:00,맑음,23.0,76.0,건축물/자동차 관련시설,"철근, 연결",10,35,1
2020-09-15 11:07:00,맑음,32.0,60.0,건축물/근린생활시설,"운반, 하역",90,19,4
2020-09-15 14:10:00,흐림,25.0,70.0,건축물/문화 및 집회시설,기타,10,35,1
2020-09-15 15:00:00,맑음,23.0,60.0,건축물/공동주택,"절단, 가공",90,19,1
2020-09-15 16:00:00,흐림,24.0,40.0,건축물/공장,"해체, 철거",90,500,3
2020-09-15 16:30:00,흐림,26.0,56.0,도로/도로,기타,10,19,1
2020-09-16 07:55:00,흐림,21.0,99.0,건축물/공동주택,"해체, 철거",30,200,2
2020-09-16 09:40:00,맑음,23.0,70.0,건축물/공동주택,기타,10,200,6
2020-09-16 10:00:00,강우,21.0,95.0,건축물/공장,기타,80,500,2
2020-09-16 10:00:00,맑음,25.0,70.0,건축물/공동주택,기타,10,200,12
2020-09-16 10:00:00,맑음,25.0,80.0,건축물/공동주택,기타,70,200,1
2020-09-16 10:00:00,흐림,21.0,92.0,건축물/공동주택,"마감, 도장",10,200,1
2020-09-16 10:20:00,맑음,23.0,54.0,환경시설/환경오염방지시설,기타,50,19,2
2020-09-16 11:00:00,맑음,21.0,60.0,건축물/근린생활시설,기타,30,200,3
2020-09-16 11:00:00,맑음,20.0,35.0,건축물/공장,"해체, 철거",30,200,1
2020-09-16 11:00:00,맑음,25.0,20.0,건축물/창고시설,기타,5,19,1
2020-09-16 11:05:00,맑음,15.0,32.0,건축물/숙박시설,"운반, 하역",90,19,1
2020-09-16 13:15:00,맑음,23.0,74.0,건축물/기타,기타,20,19,1
2020-09-16 14:15:00,맑음,25.0,75.0,상하수도/상수도,기타,70,35,1
2020-09-16 14:30:00,맑음,25.0,60.0,건축물/교육연구시설,기타,30,35,2
2020-09-16 15:00:00,맑음,20.0,60.0,항만/방파제,기타,30,19,1
2020-09-16 15:10:00,맑음,20.0,60.0,건축물/업무시설,기타,80,19,1
2020-09-16 15:30:00,맑음,36.0,50.0,건축물/공동주택,"철근, 연결",90,35,1
2020-09-17 06:00:00,맑음,15.0,30.0,건축물/업무시설,"철근, 연결",90,19,1
